,customer_id,trans_date,tran_amount,response,month,month_year
81497,CS5155,2012-02-10,74,0,2,2012-02
81498,CS3423,2013-08-07,49,0,8,2013-08
81499,CS4433,2014-01-11,79,0,1,2014-01
81500,CS4267,2012-01-29,82,1,1,2012-01
81501,CS3962,2011-05-26,65,0,5,2011-05
81502,CS2615,2012-12-13,65,0,12,2012-12
81503,CS2020,2014-02-10,77,0,2,2014-02
81504,CS4752,2013-01-21,48,0,1,2013-01
81505,CS3093,2011-10-01,42,0,10,2011-10
81506,CS4563,2013-03-08,41,0,3,2013-03
81507,CS3736,2011-09-11,83,0,9,2011-09
81508,CS3609,2014-12-01,40,0,12,2014-12
81509,CS5742,2014-10-12,90,0,10,2014-10
81510,CS5784,2011-08-09,54,0,8,2011-08
81511,CS2157,2014-05-25,95,0,5,2014-05
81512,CS4650,2014-12-30,92,0,12,2014-12
81513,CS5112,2013-03-11,81,0,3,2013-03
81514,CS4340,2014-01-26,95,1,1,2014-01
81515,CS5698,2014-10-18,64,0,10,2014-10
81516,CS3414,2013-04-06,77,0,4,2013-04
81517,CS3437,2014-02-14,91,0,2,2014-02
81518,CS2145,2011-08-18,90,0,8,2011-08
81519,CS5474,2012-04-03,42,0,4,2012-04
81520,CS2014,2011-09-02,84,0,9,2011-09
81521,CS5947,2014-01-30,75,0,1,2014-01
81522,CS3974,2013-06-10,38,0,6,2013-06
81523,CS2886,2011-08-15,94,0,8,2011-08
81524,CS1935,2012-05-18,88,0,5,2012-05
81525,CS3165,2012-10-20,58,0,10,2012-10
81526,CS5101,2012-06-24,35,0,6,2012-06
81527,CS5479,2012-02-04,55,0,2,2012-02
81528,CS1400,2012-08-18,45,1,8,2012-08
81529,CS3537,2013-12-31,93,0,12,2013-12
81530,CS2578,2011-06-20,61,1,6,2011-06
81531,CS3815,2012-07-30,62,0,7,2012-07
81532,CS3254,2013-10-07,75,0,10,2013-10
81533,CS6025,2012-11-06,36,0,11,2012-11
81534,CS5341,2012-12-26,101,1,12,2012-12
81535,CS3534,2014-11-03,95,0,11,2014-11
81536,CS3741,2013-02-11,65,0,2,2013-02
81537,CS3795,2014-10-12,81,0,10,2014-10
81538,CS4520,2012-08-08,55,0,8,2012-08
81539,CS5237,2011-12-07,48,0,12,2011-12
81540,CS3285,2013-08-27,100,0,8,2013-08
81541,CS1799,2014-11-18,89,0,11,2014-11
81542,CS2533,2015-03-06,35,0,3,2015-03
81543,CS3927,2012-12-15,58,1,12,2012-12
81544,CS4529,2013-11-05,91,0,11,2013-11
81545,CS5835,2013-09-07,66,1,9,2013-09
81546,CS3660,2012-02-29,41,0,2,2012-02
81547,CS3698,2013-04-14,99,0,4,2013-04
81548,CS3152,2014-07-20,42,0,7,2014-07
81549,CS3838,2013-04-02,51,0,4,2013-04
81550,CS3368,2011-11-16,66,1,11,2011-11
81551,CS2331,2014-10-26,105,1,10,2014-10
81552,CS3002,2012-09-22,66,0,9,2012-09
81553,CS5209,2014-01-14,87,0,1,2014-01
81554,CS5486,2013-12-20,89,0,12,2013-12
81555,CS4496,2015-01-10,59,0,1,2015-01
81556,CS5953,2014-06-15,100,0,6,2014-06
81557,CS3351,2014-02-19,50,0,2,2014-02
81558,CS2796,2012-05-28,50,0,5,2012-05
81559,CS2749,2013-03-13,35,0,3,2013-03
81560,CS4427,2012-06-18,67,0,6,2012-06
81561,CS3229,2011-05-21,45,0,5,2011-05
81562,CS1686,2012-05-29,36,0,5,2012-05
81563,CS3541,2011-08-20,61,1,8,2011-08
81564,CS2726,2014-03-23,36,0,3,2014-03
81565,CS5046,2011-11-25,101,1,11,2011-11
81566,CS2944,2012-09-22,72,0,9,2012-09
81567,CS4357,2012-07-06,105,1,7,2012-07
81568,CS2326,2013-02-22,90,0,2,2013-02
81569,CS1618,2012-03-28,69,0,3,2012-03
81570,CS2127,2014-12-24,96,0,12,2014-12
81571,CS5153,2013-03-03,92,0,3,2013-03
81572,CS3977,2013-06-26,73,0,6,2013-06
81573,CS3878,2014-10-20,90,0,10,2014-10
81574,CS5691,2013-12-25,45,0,12,2013-12
81575,CS5937,2012-02-18,94,0,2,2012-02
81576,CS3791,2013-11-29,68,0,11,2013-11
81577,CS3537,2011-06-23,78,0,6,2011-06
81578,CS2605,2012-05-22,40,0,5,2012-05
81579,CS2795,2013-06-15,100,0,6,2013-06
81580,CS3055,2014-08-07,76,0,8,2014-08
81581,CS1397,2012-05-11,85,0,5,2012-05
81582,CS1617,2011-12-29,48,0,12,2011-12
81583,CS4132,2013-11-02,78,0,11,2013-11
81584,CS4626,2012-12-03,94,0,12,2012-12
81585,CS4946,2011-09-28,75,0,9,2011-09
81586,CS3116,2012-11-05,52,1,11,2012-11
81587,CS1692,2013-09-30,79,0,9,2013-09
81588,CS4156,2013-05-20,74,0,5,2013-05
81589,CS1434,2012-03-16,76,0,3,2012-03
81590,CS5400,2013-06-30,36,0,6,2013-06
81591,CS5662,2012-08-10,46,0,8,2012-08
81592,CS2942,2011-08-15,37,0,8,2011-08
81593,CS4213,2014-10-18,58,0,10,2014-10
81594,CS2826,2011-07-26,63,0,7,2011-07
81595,CS2230,2013-10-10,58,0,10,2013-10
81596,CS3117,2012-10-28,77,0,10,2012-10
81597,CS2454,2012-03-30,48,0,3,2012-03
81598,CS3557,2011-09-13,104,0,9,2011-09
81599,CS3271,2014-08-13,37,0,8,2014-08
81600,CS3840,2013-06-30,70,0,6,2013-06
81601,CS2793,2011-12-12,103,0,12,2011-12
81602,CS2252,2013-03-23,54,0,3,2013-03
81603,CS1320,2013-05-09,80,0,5,2013-05
81604,CS2968,2011-12-11,84,0,12,2011-12
81605,CS1472,2014-07-28,65,0,7,2014-07
81606,CS2205,2014-08-01,72,0,8,2014-08
81607,CS3357,2011-12-13,105,0,12,2011-12
81608,CS1474,2012-09-22,50,0,9,2012-09
81609,CS3031,2013-07-10,63,0,7,2013-07
81610,CS3828,2012-01-13,74,0,1,2012-01
81611,CS5969,2013-10-01,76,1,10,2013-10
81612,CS5349,2012-10-24,85,0,10,2012-10
81613,CS4608,2013-12-31,81,0,12,2013-12
81614,CS3492,2012-10-21,72,0,10,2012-10
81615,CS3706,2012-07-23,81,0,7,2012-07
81616,CS2595,2013-11-08,58,1,11,2013-11
81617,CS4815,2012-07-20,88,0,7,2012-07
81618,CS1613,2011-10-27,63,0,10,2011-10
81619,CS5532,2013-08-13,37,0,8,2013-08
81620,CS2429,2013-01-11,94,0,1,2013-01
81621,CS2183,2015-01-16,47,0,1,2015-01
81622,CS2629,2012-06-05,43,0,6,2012-06
81623,CS5131,2012-01-05,64,0,1,2012-01
81624,CS5140,2014-09-18,48,0,9,2014-09
81625,CS2032,2011-12-01,43,0,12,2011-12
81626,CS1956,2012-02-18,62,0,2,2012-02
81627,CS5341,2013-04-20,41,1,4,2013-04
81628,CS3032,2013-09-27,60,0,9,2013-09
81629,CS5971,2014-05-07,36,0,5,2014-05
81630,CS4485,2013-10-28,78,0,10,2013-10
81631,CS4001,2013-07-29,40,0,7,2013-07
81632,CS2877,2011-06-01,41,0,6,2011-06
81633,CS4644,2012-08-13,64,0,8,2012-08
81634,CS1884,2012-03-25,94,0,3,2012-03
81635,CS3155,2015-01-14,70,0,1,2015-01
81636,CS5938,2015-02-26,57,0,2,2015-02
81637,CS4707,2011-12-29,60,0,12,2011-12
81638,CS1972,2012-09-29,66,0,9,2012-09
81639,CS3658,2014-12-14,96,1,12,2014-12
81640,CS3051,2014-11-06,40,0,11,2014-11
81641,CS4734,2014-05-15,66,0,5,2014-05
81642,CS4219,2013-10-04,77,0,10,2013-10
81643,CS3178,2012-01-26,74,0,1,2012-01
81644,CS5675,2011-12-20,92,0,12,2011-12
81645,CS4889,2012-03-31,52,0,3,2012-03
81646,CS5361,2012-01-17,85,0,1,2012-01
81647,CS1492,2012-01-08,47,0,1,2012-01
81648,CS5271,2012-01-26,39,0,1,2012-01
81649,CS2461,2013-02-19,37,0,2,2013-02
81650,CS2683,2012-02-20,100,0,2,2012-02
81651,CS4795,2014-12-10,60,0,12,2014-12
81652,CS1579,2012-11-04,78,0,11,2012-11
81653,CS1526,2014-04-12,69,0,4,2014-04
81654,CS1198,2013-11-05,60,0,11,2013-11
81655,CS2964,2012-11-28,38,0,11,2012-11
81656,CS3163,2015-01-12,58,0,1,2015-01
81657,CS5195,2013-07-17,67,1,7,2013-07
81658,CS4111,2013-01-17,63,0,1,2013-01
81659,CS3015,2012-10-15,71,0,10,2012-10
81660,CS2660,2012-03-04,69,0,3,2012-03
81661,CS1203,2013-09-24,65,1,9,2013-09
81662,CS2611,2012-12-07,89,0,12,2012-12
81663,CS2351,2013-12-09,54,0,12,2013-12
81664,CS3896,2011-11-14,89,0,11,2011-11
81665,CS1402,2011-06-04,103,0,6,2011-06
81666,CS4956,2013-12-05,73,0,12,2013-12
81667,CS5284,2013-01-08,63,0,1,2013-01
81668,CS3819,2011-08-15,50,0,8,2011-08
81669,CS3771,2012-09-30,89,0,9,2012-09
81670,CS2046,2013-12-23,63,0,12,2013-12
81671,CS2907,2012-12-13,82,0,12,2012-12
81672,CS3810,2011-06-29,49,0,6,2011-06
81673,CS2331,2012-10-15,40,1,10,2012-10
81674,CS5439,2012-05-06,66,0,5,2012-05
81675,CS2482,2014-04-24,64,0,4,2014-04
81676,CS6015,2013-02-09,42,0,2,2013-02
81677,CS4675,2012-08-25,76,0,8,2012-08
81678,CS5728,2012-02-23,36,0,2,2012-02
81679,CS4492,2011-09-01,73,0,9,2011-09
81680,CS3881,2011-12-06,46,0,12,2011-12
81681,CS1468,2011-08-11,51,0,8,2011-08
81682,CS4585,2012-11-08,79,0,11,2012-11
81683,CS2199,2014-10-15,41,0,10,2014-10
81684,CS4666,2011-06-17,65,1,6,2011-06
81685,CS1197,2012-07-14,91,0,7,2012-07
81686,CS4639,2011-08-20,44,0,8,2011-08
81687,CS4102,2011-09-06,87,0,9,2011-09
81688,CS5133,2015-02-08,99,1,2,2015-02
81689,CS2986,2013-08-11,74,0,8,2013-08
81690,CS5762,2014-03-27,93,0,3,2014-03
81691,CS4824,2012-12-14,96,0,12,2012-12
81692,CS3979,2014-08-27,92,0,8,2014-08
81693,CS4455,2013-05-29,64,0,5,2013-05
81694,CS4912,2012-08-04,90,0,8,2012-08
81695,CS4432,2013-10-30,87,1,10,2013-10
81696,CS5257,2014-06-16,88,0,6,2014-06
81697,CS3839,2013-08-06,39,0,8,2013-08
81698,CS1245,2014-11-19,101,0,11,2014-11
81699,CS5405,2013-10-22,73,0,10,2013-10
81700,CS4531,2015-03-12,82,0,3,2015-03
81701,CS6029,2014-09-18,50,1,9,2014-09
81702,CS4931,2013-04-08,53,0,4,2013-04
81703,CS4917,2014-12-15,47,0,12,2014-12
81704,CS3076,2015-02-21,59,0,2,2015-02
81705,CS2200,2014-12-02,43,0,12,2014-12
81706,CS2496,2012-01-13,93,0,1,2012-01
81707,CS6087,2014-04-20,89,0,4,2014-04
81708,CS4012,2013-06-19,42,0,6,2013-06
81709,CS5185,2012-12-11,46,0,12,2012-12
81710,CS5031,2012-07-19,98,0,7,2012-07
81711,CS3824,2011-08-31,37,0,8,2011-08
81712,CS3136,2011-06-08,62,1,6,2011-06
81713,CS5864,2013-05-22,105,0,5,2013-05
81714,CS4477,2013-10-26,57,0,10,2013-10
81715,CS5845,2014-11-27,62,0,11,2014-11
81716,CS3751,2012-11-17,63,0,11,2012-11
81717,CS5943,2012-08-16,60,0,8,2012-08
81718,CS3053,2011-10-04,93,0,10,2011-10
81719,CS5781,2012-09-18,74,0,9,2012-09
81720,CS1811,2015-02-28,84,0,2,2015-02
81721,CS2093,2014-08-03,70,0,8,2014-08
81722,CS1501,2011-05-16,90,0,5,2011-05
81723,CS3327,2014-06-05,40,0,6,2014-06
81724,CS3669,2013-03-08,101,0,3,2013-03
81725,CS4944,2013-04-13,93,0,4,2013-04
81726,CS4187,2011-05-23,64,0,5,2011-05
81727,CS4194,2013-12-05,101,0,12,2013-12
81728,CS2068,2012-03-23,95,0,3,2012-03
81729,CS4722,2012-06-23,72,0,6,2012-06
81730,CS5141,2013-07-26,50,1,7,2013-07
81731,CS1819,2012-09-10,61,0,9,2012-09
81732,CS5963,2012-11-23,35,0,11,2012-11
81733,CS1998,2013-08-12,37,0,8,2013-08
81734,CS4832,2014-02-18,45,0,2,2014-02
81735,CS4673,2011-05-26,96,0,5,2011-05
81736,CS3112,2013-10-10,60,1,10,2013-10
81737,CS5664,2015-02-01,45,0,2,2015-02
81738,CS2062,2013-02-23,52,0,2,2013-02
81739,CS1707,2013-07-21,66,0,7,2013-07
81740,CS2524,2014-01-03,60,0,1,2014-01
81741,CS4810,2011-10-15,42,0,10,2011-10
81742,CS4275,2011-11-05,94,0,11,2011-11
81743,CS3266,2011-06-28,55,0,6,2011-06
81744,CS1942,2013-05-09,50,0,5,2013-05
81745,CS6016,2014-08-06,96,0,8,2014-08
81746,CS2199,2013-08-30,36,0,8,2013-08
81747,CS4915,2011-12-18,102,0,12,2011-12
81748,CS5080,2011-07-04,64,0,7,2011-07
81749,CS5568,2012-03-09,92,0,3,2012-03
81750,CS5464,2013-10-06,100,0,10,2013-10
81751,CS5779,2012-08-05,90,0,8,2012-08
81752,CS5160,2014-11-06,57,1,11,2014-11
81753,CS1736,2013-12-20,38,1,12,2013-12
81754,CS3863,2011-08-09,81,0,8,2011-08
81755,CS4402,2014-07-11,87,0,7,2014-07
81756,CS5236,2012-06-21,81,0,6,2012-06
81757,CS3360,2013-02-08,94,0,2,2013-02
81758,CS3077,2013-12-16,92,0,12,2013-12
81759,CS2895,2013-03-31,90,0,3,2013-03
81760,CS5854,2011-12-27,68,0,12,2011-12
81761,CS4083,2013-09-16,103,0,9,2013-09
81762,CS2422,2011-05-31,83,0,5,2011-05
81763,CS2595,2014-03-07,81,1,3,2014-03
81764,CS3517,2013-07-11,65,0,7,2013-07
81765,CS5422,2011-06-06,90,0,6,2011-06
81766,CS5830,2015-01-23,97,0,1,2015-01
81767,CS5465,2014-04-27,93,0,4,2014-04
81768,CS3554,2012-10-09,52,0,10,2012-10
81769,CS2485,2011-12-09,69,1,12,2011-12
81770,CS4157,2014-03-13,58,1,3,2014-03
81771,CS4828,2014-04-18,61,0,4,2014-04
81772,CS4133,2013-03-08,67,0,3,2013-03
81773,CS1372,2011-06-24,99,1,6,2011-06
81774,CS1602,2012-12-16,35,0,12,2012-12
81775,CS4124,2013-07-24,73,1,7,2013-07
81776,CS5300,2013-08-22,69,0,8,2013-08
81777,CS1884,2011-11-24,37,0,11,2011-11
81778,CS1879,2015-01-23,44,0,1,2015-01
81779,CS2360,2014-07-09,87,0,7,2014-07
81780,CS3459,2014-01-04,61,0,1,2014-01
81781,CS1564,2012-04-16,98,0,4,2012-04
81782,CS2161,2014-10-26,69,1,10,2014-10
81783,CS4744,2014-03-05,82,0,3,2014-03
81784,CS3030,2013-04-19,96,0,4,2013-04
81785,CS3409,2011-09-30,92,1,9,2011-09
81786,CS4157,2011-07-22,43,1,7,2011-07
81787,CS4452,2011-09-16,98,0,9,2011-09
81788,CS5393,2012-12-17,67,0,12,2012-12
81789,CS4698,2013-05-01,78,0,5,2013-05
81790,CS5587,2013-09-14,47,0,9,2013-09
81791,CS4876,2012-06-11,64,0,6,2012-06
81792,CS4225,2014-01-25,83,0,1,2014-01
81793,CS2372,2015-02-24,67,0,2,2015-02
81794,CS5695,2014-04-28,64,0,4,2014-04
81795,CS2072,2013-11-15,73,0,11,2013-11
81796,CS4877,2013-12-12,61,0,12,2013-12
81797,CS5116,2014-09-05,70,0,9,2014-09
81798,CS5872,2011-11-18,63,1,11,2011-11
81799,CS2450,2011-09-29,75,0,9,2011-09
81800,CS2480,2011-11-07,43,0,11,2011-11
81801,CS1869,2011-05-21,71,0,5,2011-05
81802,CS2333,2012-10-02,87,0,10,2012-10
81803,CS4070,2013-07-16,60,0,7,2013-07
81804,CS5333,2012-05-06,81,0,5,2012-05
81805,CS4433,2014-07-20,44,0,7,2014-07
81806,CS3746,2012-01-07,76,0,1,2012-01
81807,CS3972,2012-03-05,99,0,3,2012-03
81808,CS3106,2013-08-12,54,0,8,2013-08
81809,CS1156,2015-02-01,68,0,2,2015-02
81810,CS5479,2013-04-10,59,0,4,2013-04
81811,CS4874,2013-01-22,92,0,1,2013-01
81812,CS5078,2014-04-08,95,0,4,2014-04
81813,CS2317,2013-05-12,75,0,5,2013-05
81814,CS1965,2014-10-10,72,0,10,2014-10
81815,CS5772,2012-10-09,75,0,10,2012-10
81816,CS2887,2012-04-23,41,0,4,2012-04
81817,CS5064,2014-04-19,105,0,4,2014-04
81818,CS2106,2013-03-26,95,0,3,2013-03
81819,CS5158,2013-11-08,53,0,11,2013-11
81820,CS5164,2014-01-29,62,0,1,2014-01
81821,CS1912,2014-05-17,97,0,5,2014-05
81822,CS5785,2012-05-08,38,0,5,2012-05
81823,CS5441,2011-07-09,58,0,7,2011-07
81824,CS5447,2012-05-15,51,0,5,2012-05
81825,CS4139,2011-12-11,44,1,12,2011-12
81826,CS2829,2014-05-27,55,0,5,2014-05
81827,CS2628,2014-08-09,86,1,8,2014-08
81828,CS1471,2013-02-01,61,0,2,2013-02
81829,CS4884,2014-09-05,46,0,9,2014-09
81830,CS4913,2014-01-04,37,0,1,2014-01
81831,CS4274,2014-05-24,71,0,5,2014-05
81832,CS1203,2011-12-10,45,1,12,2011-12
81833,CS1435,2015-01-10,54,0,1,2015-01
81834,CS2425,2013-07-16,36,0,7,2013-07
81835,CS4662,2011-05-27,56,0,5,2011-05
81836,CS2002,2014-01-03,54,1,1,2014-01
81837,CS5092,2011-06-26,47,0,6,2011-06
81838,CS1250,2012-11-19,81,0,11,2012-11
81839,CS2619,2014-05-04,68,0,5,2014-05
81840,CS2148,2011-07-08,58,1,7,2011-07
81841,CS1373,2013-04-12,101,0,4,2013-04
81842,CS4971,2011-08-08,95,0,8,2011-08
81843,CS2988,2014-01-30,83,0,1,2014-01
81844,CS6017,2013-06-28,64,0,6,2013-06
81845,CS3579,2012-05-02,89,0,5,2012-05
81846,CS4762,2011-12-30,92,0,12,2011-12
81847,CS3278,2011-08-13,65,0,8,2011-08
81848,CS2226,2011-12-11,51,0,12,2011-12
81849,CS4763,2014-07-15,60,0,7,2014-07
81850,CS3751,2011-08-16,41,0,8,2011-08
81851,CS1830,2012-10-25,78,0,10,2012-10
81852,CS5380,2014-05-26,58,0,5,2014-05
81853,CS3033,2012-09-17,97,0,9,2012-09
81854,CS1244,2012-04-13,39,0,4,2012-04
81855,CS3370,2013-02-17,98,0,2,2013-02
81856,CS1942,2013-09-04,63,0,9,2013-09
81857,CS3879,2014-05-17,82,0,5,2014-05
81858,CS4841,2011-05-24,92,0,5,2011-05
81859,CS2968,2015-01-23,59,0,1,2015-01
81860,CS3610,2012-02-23,41,0,2,2012-02
81861,CS2405,2011-12-11,87,0,12,2011-12
81862,CS3513,2014-09-16,56,0,9,2014-09
81863,CS4575,2011-07-18,71,0,7,2011-07
81864,CS5363,2011-10-15,49,0,10,2011-10
81865,CS2523,2012-02-13,44,0,2,2012-02
81866,CS3790,2012-08-07,56,0,8,2012-08
81867,CS2703,2014-06-26,69,1,6,2014-06
81868,CS4373,2014-04-30,51,0,4,2014-04
81869,CS4184,2012-10-02,92,0,10,2012-10
81870,CS3985,2012-04-01,71,0,4,2012-04
81871,CS3572,2011-08-25,37,1,8,2011-08
81872,CS4360,2012-05-05,80,0,5,2012-05
81873,CS2309,2011-07-20,55,0,7,2011-07
81874,CS5428,2013-04-03,60,0,4,2013-04
81875,CS3752,2013-11-02,41,0,11,2013-11
81876,CS3808,2013-10-12,88,0,10,2013-10
81877,CS4807,2011-10-08,44,0,10,2011-10
81878,CS2130,2014-11-25,65,1,11,2014-11
81879,CS1707,2014-10-27,49,0,10,2014-10
81880,CS1153,2011-12-17,52,0,12,2011-12
81881,CS3631,2013-09-01,73,1,9,2013-09
81882,CS5445,2014-01-12,59,0,1,2014-01
81883,CS6102,2012-12-09,35,0,12,2012-12
81884,CS4380,2014-01-20,61,1,1,2014-01
81885,CS5678,2013-08-27,44,0,8,2013-08
81886,CS5774,2011-12-11,99,0,12,2011-12
81887,CS5925,2013-07-30,59,0,7,2013-07
81888,CS4161,2013-04-24,64,0,4,2013-04
81889,CS1198,2013-01-30,94,0,1,2013-01
81890,CS4524,2013-11-17,62,0,11,2013-11
81891,CS4164,2011-12-30,83,0,12,2011-12
81892,CS1613,2014-06-22,75,0,6,2014-06
81893,CS5978,2014-02-19,36,0,2,2014-02
81894,CS4178,2012-12-20,54,0,12,2012-12
81895,CS3410,2013-09-13,43,0,9,2013-09
81896,CS2402,2012-07-29,65,0,7,2012-07
81897,CS2582,2011-11-04,68,0,11,2011-11
81898,CS3440,2012-07-27,51,0,7,2012-07
81899,CS1494,2012-10-15,100,0,10,2012-10
81900,CS1425,2011-09-18,53,0,9,2011-09
81901,CS3773,2013-03-04,84,0,3,2013-03
81902,CS4595,2013-12-14,88,0,12,2013-12
81903,CS1215,2014-06-20,57,0,6,2014-06
81904,CS1141,2014-02-15,72,1,2,2014-02
81905,CS2843,2012-03-15,79,0,3,2012-03
81906,CS1866,2012-03-31,85,0,3,2012-03
81907,CS3492,2013-04-11,65,0,4,2013-04
81908,CS4752,2013-08-25,35,0,8,2013-08
81909,CS3358,2011-07-18,65,0,7,2011-07
81910,CS5859,2013-07-10,105,0,7,2013-07
81911,CS3481,2013-02-28,49,0,2,2013-02
81912,CS5185,2012-11-12,85,0,11,2012-11
81913,CS5603,2015-01-05,90,1,1,2015-01
81914,CS5500,2013-12-31,55,0,12,2013-12
81915,CS1462,2015-01-27,61,1,1,2015-01
81916,CS4509,2014-05-04,59,0,5,2014-05
81917,CS1497,2014-07-15,74,0,7,2014-07
81918,CS2389,2014-09-30,51,1,9,2014-09
81919,CS2487,2015-03-16,78,0,3,2015-03
81920,CS3782,2012-06-05,101,1,6,2012-06
81921,CS5305,2014-03-01,39,1,3,2014-03
81922,CS4479,2012-05-27,66,1,5,2012-05
81923,CS5221,2012-07-25,103,0,7,2012-07
81924,CS1310,2012-05-26,58,1,5,2012-05
81925,CS2270,2013-01-18,105,0,1,2013-01
81926,CS3336,2014-03-05,87,0,3,2014-03
81927,CS2302,2013-04-24,94,0,4,2013-04
81928,CS2320,2014-03-19,52,0,3,2014-03
81929,CS1916,2012-01-24,103,0,1,2012-01
81930,CS5071,2013-09-03,104,0,9,2013-09
81931,CS4345,2011-11-23,39,1,11,2011-11
81932,CS3144,2013-12-04,60,0,12,2013-12
81933,CS3401,2015-02-12,87,1,2,2015-02
81934,CS4416,2013-10-06,46,0,10,2013-10
81935,CS4027,2013-03-29,49,0,3,2013-03
81936,CS1267,2012-08-26,72,0,8,2012-08
81937,CS2283,2011-09-13,41,0,9,2011-09
81938,CS1776,2011-08-15,98,0,8,2011-08
81939,CS5390,2013-07-08,87,0,7,2013-07
81940,CS3246,2012-11-28,80,0,11,2012-11
81941,CS2765,2014-07-04,51,0,7,2014-07
81942,CS1653,2013-03-30,41,1,3,2013-03
81943,CS4327,2012-11-21,94,0,11,2012-11
81944,CS1240,2014-12-28,101,0,12,2014-12
81945,CS3292,2014-03-21,94,0,3,2014-03
81946,CS1620,2013-02-07,66,0,2,2013-02
81947,CS1362,2014-01-07,68,0,1,2014-01
81948,CS2190,2014-06-25,92,1,6,2014-06
81949,CS4540,2012-11-10,95,1,11,2012-11
81950,CS2586,2013-01-29,69,0,1,2013-01
81951,CS2235,2014-05-22,55,0,5,2014-05
81952,CS5696,2014-08-07,62,0,8,2014-08
81953,CS4624,2012-11-25,74,1,11,2012-11
81954,CS5654,2014-09-15,35,1,9,2014-09
81955,CS6019,2014-08-23,86,1,8,2014-08
81956,CS4304,2013-04-30,72,0,4,2013-04
81957,CS1933,2012-12-05,53,0,12,2012-12
81958,CS3067,2013-02-08,98,0,2,2013-02
81959,CS2666,2012-09-02,74,0,9,2012-09
81960,CS3767,2015-01-03,54,0,1,2015-01
81961,CS4638,2014-05-19,86,0,5,2014-05
81962,CS3498,2013-03-29,49,0,3,2013-03
81963,CS5240,2014-02-11,105,1,2,2014-02
81964,CS3263,2013-05-20,78,0,5,2013-05
81965,CS2214,2012-09-23,49,0,9,2012-09
81966,CS2241,2014-12-28,104,0,12,2014-12
81967,CS2171,2011-06-20,78,0,6,2011-06
81968,CS2311,2013-09-21,60,1,9,2013-09
81969,CS5232,2014-03-08,51,0,3,2014-03
81970,CS5576,2012-12-20,38,0,12,2012-12
81971,CS3841,2012-08-24,54,1,8,2012-08
81972,CS4435,2012-12-16,65,0,12,2012-12
81973,CS2398,2013-12-21,54,0,12,2013-12
81974,CS4237,2012-03-21,98,0,3,2012-03
81975,CS3631,2015-02-12,68,1,2,2015-02
81976,CS4362,2013-09-23,84,0,9,2013-09
81977,CS1829,2012-02-04,71,0,2,2012-02
81978,CS5419,2013-12-27,99,0,12,2013-12
81979,CS5760,2013-11-16,48,0,11,2013-11
81980,CS1711,2011-09-20,69,0,9,2011-09
81981,CS5989,2014-10-07,88,0,10,2014-10
81982,CS5260,2011-09-06,52,1,9,2011-09
81983,CS4902,2015-01-06,98,1,1,2015-01
81984,CS3118,2013-05-30,51,0,5,2013-05
81985,CS4166,2013-05-05,74,0,5,2013-05
81986,CS1288,2014-07-08,83,0,7,2014-07
81987,CS3959,2012-06-01,105,0,6,2012-06
81988,CS4512,2011-11-19,75,0,11,2011-11
81989,CS5681,2012-08-09,86,0,8,2012-08
81990,CS5308,2014-05-25,71,1,5,2014-05
81991,CS5149,2014-10-10,49,0,10,2014-10
81992,CS5958,2012-08-13,96,0,8,2012-08
81993,CS1206,2011-11-16,90,0,11,2011-11
81994,CS4691,2011-07-02,86,0,7,2011-07
81995,CS2384,2014-01-08,51,0,1,2014-01
81996,CS5640,2015-01-07,40,0,1,2015-01
81997,CS1529,2012-07-09,77,0,7,2012-07
81998,CS4259,2012-11-05,79,0,11,2012-11
81999,CS1144,2012-04-26,90,0,4,2012-04
82000,CS3472,2014-04-22,76,0,4,2014-04
82001,CS5661,2015-01-22,60,0,1,2015-01
82002,CS2159,2011-12-08,67,0,12,2011-12
82003,CS4962,2012-06-11,69,0,6,2012-06
82004,CS1943,2013-09-15,96,0,9,2013-09
82005,CS4132,2013-09-03,94,0,9,2013-09
82006,CS4320,2012-11-07,63,1,11,2012-11
82007,CS3597,2014-09-12,56,1,9,2014-09
82008,CS3191,2013-01-21,49,0,1,2013-01
82009,CS3224,2012-05-19,45,0,5,2012-05
82010,CS3229,2014-07-08,89,0,7,2014-07
82011,CS5270,2014-07-24,96,0,7,2014-07
82012,CS4587,2014-12-29,104,0,12,2014-12
82013,CS3329,2011-06-10,42,0,6,2011-06
82014,CS4314,2014-01-17,65,0,1,2014-01
82015,CS3550,2014-09-11,78,0,9,2014-09
82016,CS4773,2012-06-08,75,0,6,2012-06
82017,CS3259,2014-06-03,63,1,6,2014-06
82018,CS2310,2014-01-25,85,0,1,2014-01
82019,CS1515,2013-04-03,76,0,4,2013-04
82020,CS4734,2014-06-26,73,0,6,2014-06
82021,CS5622,2011-09-07,87,0,9,2011-09
82022,CS3794,2012-07-18,38,0,7,2012-07
82023,CS5680,2013-04-19,73,0,4,2013-04
82024,CS2835,2014-07-04,62,0,7,2014-07
82025,CS5003,2011-06-30,60,0,6,2011-06
82026,CS1695,2013-06-21,92,0,6,2013-06
82027,CS1924,2012-08-08,55,0,8,2012-08
82028,CS4297,2011-09-28,65,1,9,2011-09
82029,CS2769,2012-03-11,103,0,3,2012-03
82030,CS2082,2012-04-14,75,0,4,2012-04
82031,CS5370,2013-12-27,58,1,12,2013-12
82032,CS1850,2013-03-05,69,0,3,2013-03
82033,CS1641,2012-05-10,84,0,5,2012-05
